ESNTL_ID,WLK_COURS_FLAG_NM,WLK_COURS_NM,COURS_DC,SIGNGU_NM,COURS_LEVEL_NM,COURS_LT_CN,COURS_DETAIL_LT_CN,ADIT_DC,COURS_TIME_CN,OPTN_DC,TOILET_DC,CVNTL_NM,LNM_ADDR,COURS_SPOT_LA,COURS_SPOT_LO
KCCWSPO20N000000173,전쟁기념관 산책길,전쟁기념관 산책길,삼각지역~옥외전시장~전사자영비~ 삼각지역,서울 용산구,쉬움,1~5Km미만,1.6,"호국 자료의 수집·보존·전시, 전쟁의 교훈과 호국정신 배양, 선열들의 호국 위훈 추모를 목적으로 1990년 9월 착공해 1993년 12월 완공하고, 1994년 6월 10일 개관한 기념관이다. 연건평 2만 5천 평에 지하 2층, 지상 4층 규모이며, 호국추모실·전쟁역사실·한국전쟁실·해외파병실·국군발전실·대형장비실 등 6개 전시실로 구분되어 있는 전쟁기념관과 옥외에 조성된 공원을 둘러보며 역사를 되새길 수 있는 코스이다.",40분,,,,서울 용산구 용산동1가,37.5371791,126.9760357
KCCWSPO20N000000174,한남매봉공원 산책길,한남매봉공원 산책길,(구)단국대학교~매봉산공원~힐사이드아파트~남산공원길,서울 용산구,보통,1~5Km미만,1.81,도심 속 작은 숲 속으로 인근 주민들이 산책을 즐기며 남산과도 이어진다.,1시간,,,,서울 용산구 한남동,37.5424539,127.0072826
KCCWSPO20N000000175,강서둘레길,01코스 개화산숲길,방화근린공원~개화산 약사사~정상 전망대~호국충혼비~풍산심씨사당~방화근린공원(3.35Km),서울 강서구,보통,1~5Km미만,3.35,"2012년 1월1일부터 개방된 강서둘레길 1단계구간(3.35km)은 고유한 생태 및 역사문화, 경관자원 등 다양한 볼거리를 제공하기 위해 방화근린공원을 시작으로 개화산 약사사와 전망대, 정상을 지나 호국충혼비, 풍산심씨사당, 방화근린공원으로 이어지는 순환형 코스로 약 1시간 10분 가량 소요된다. 2011년 서울시 걷고싶은 길로 선정됨.",1시간 10분,방화근린공원 음수대,"방화근린공원 입구, 약사사",없음,서울 강서구 개화동,37.5814383,126.8042055
KCCWSPO20N000000178,내곡둘레길,내곡둘레길,염곡마을~(1.5km)안골마을~(2km)샘마을~ (1.5km)신흥마을~ (2km)능안마을~(2.5km)능인산(홍씨마을)~(2km)여의천,서울 서초구,보통,10~15Km미만,11.89,"내곡동은 마을마다 특색있는 이름을 가진 13개 자연부락으로 이뤄진 인심 좋은 전원마을있는 곳이다. 구룡산과 대모산, 인능산 산책로와 내곡동 주민들이 이용하는 자연 그대로의 숲길을 연결하여 걷고 싶은 내곡 둘레길을 조성하고 있다. 또, 둘레길 주변에는 화훼단지, 농장등이 있어 둘러볼 수 있는 내곡동만의 특색이 있는 둘레길이다.",3시간,"내곡동주민센터, 능안마을약수터",내곡동주민센터,"출발점인 염곡마을 편의점, 신흥마을 마을수퍼, 청룡마을 청계산 입구에 있음.",서울 서초구 내곡동,37.4527327,127.0759529
KCCWSPO20N000000179,당현천길,당현천길,상계역 - 불암교 - 새싹교 - 염광교 - 물넘이교 - 당현2교 - 당현3교 - 소각장,서울 노원구,매우쉬움,5~10Km미만,5.1,"당현천은 중랑천의 제1지류로 수락산에서 발원하여 남서쪽으로 뻗어 흐르는 하천이다. 과거에는 이 물줄기를 ‘마전내’라고 불렀고 유로연장 6.1km, 평균 하천의 폭이 44m이다. 우이천 다음으로 규모가 큰 하천이다. 2013년 5월에는 당현천 제2통수식을 가졌다. 이 하천을 정비하여 아름다운 벽화, 물넘이교다리, 정자, 각종 조각상을 설치하고 수중 연못을 만들어 정비하여 주민들이 대표적으로 사랑하는 친환경 시설이 되었다.",1시간,없음,소각장 근처,"산책로에는 매점이 없고 상계역, 중계역 등 인근에 상가가 있다.",서울 노원구 중계동,37.6493724,127.0662353
KCCWSPO20N000000180,마포난지생명길,02코스,"합정역→망원정지→양화진나루터→절두산순교성지→당인리발전소(9Km, 소요시간 - 3시간)→밤섬→삼개포구→토정이지함생가터→마포종점→마포음식문화거리→마포역(1.5km)",서울 마포구,쉬움,1~5Km미만,9,한강 연안에 위치한 마포는 옛날 수상교통의 요충지로 삼남지방에서 올라오는 곡물을 저장하는 수많은 창고가 있었고 일찍부터 발달된 어촌이 형성되었으며 우리말(三浦-3개의 포구)라고 불렀던 포구 이름을 한자명으로 옮겨 적어 ‘마포’라는 마을 이름이 유래된 것처럼 마포라하면 한강을 빼놓을 수 없듯이 한강과 더불어 함께한 마포의 역사와 문화를 한강변을 따라 거닐어 보며 매력을 느낄 수 있는 길이다.,3시간,곳곳에 마트와 매점이 있음,한강시민공원,곳곳에 마트와 매점이 있음,서울 마포구 상암동,37.5755494,126.8693946
KCCWSPO20N000000182,서울둘레길,05코스 관악산코스,사당역~관음사~낙성대~ 서울대입구~삼성산성지~호압사~석수역,서울 금천구,어려움,10~15Km미만,12.7,"관악, 삼성산코스는 사당역에서 출발해 관악산, 삼성산을 거쳐 석수역에 도착하는 코스이다. 관악산과 높은 고도로 등반을 위한 산행이 대부분이지만 본 코스는 관악산의 둘레길을 따라서 걷는 코스로 자연경관이 매우 훌륭하고 곳곳의 역사문화유적이 다양하게 분포하고 있어 볼거리 또한 매우 풍부하다. 대부분의 구간이 숲길로 비교적 난이도가 있는 코스지만 서울의 산림자연환경을 느낄 수 있는 최적의 코스이기도 하다.",5시간 50분,"호천약수터, 불로천약수터, 남서울약수터",호압사,도착지점 안양시계 주변,경기 과천시 막계동,37.4318137,127.0080989
KCCWSPO20N000000185,불암산 하루길,불암산 둘레길,넓은마당 ~(2km)넓적바위 ~ (1.2km)104마을 갈림길 ~ (1.8km)공릉산 백세문 ~ (3.2km)삼육대정문 ~ (2km)삼육대갈림길,서울 노원구,보통,10~15Km미만,11,"불암산 둘레길은 덕릉고개 부분만 제외하고는 남녀노소 누구를 막론하고 편안히 걷기에는 최적의 장소이다. 부부, 자녀, 연인의 데이트 코스로도 적극 추천하는 최적의 코스다. 넓적바위 옆에 위치한 학도암과 바위 전면에 새겨진 관음보살도 구경하고 특별히 삼육대 갈림길 코스에 있는 중계동 백사마을로 연결해서 걸으면 앞으로 재개발로 사라지게될 1960년대 서민들이 살았던 이 시대의 마지막 달동네 백사마을을 보는 것을 덤으로 얻을 수 있다. 또한 곳곳에 다양한바위(음바위, 좆바위 등)가 숨겨져 있어 이를 살펴보는 재미도 쏠쏠하다.",4시간,"당고개역, 공릉사백세문에서 삼육대정문 가는 코스에 서울여대지나서 음식점도 있고, 매점도 많다.","당고개역, 넓은마당, 경수사, 104마을갈림길 가는 길에 있는 간이 화장실, 공릉백세문 가는길에 간이화장실",경수사,서울 노원구 공릉동 산 222-1,37.6420864,127.0915048
KCCWSPO20N000000186,신반포올레길,신반포 올레길,총 3km (신잠원나들목 -(1.15km) 신반포5차 오솔길 - (1.50km)반포나들목 -(2.1km) 반포한강공원 축구장 - 신잠원나들목(3km),서울 서초구,매우쉬움,1Km미만,3,잠원나들목을 시작으로 오솔길을 따라 걷다보면 조용히 사색을 하며 걸을 수 있는 메타세콰이어 숲길(신반포아파트 오솔길)이 나온다. 일상의 스트레스를 벗고 숲속의 청량한 공기가 몸과 마음의 휴식을 느끼게 해 준다. 그렇게 숲의 상쾌함을 느끼다보면 어느새 한강으로 이어지는 반포나들목을 만나게 된다. 반포나들목에 들어서면 한강의 시원한 강바람이 먼저 반겨준다. 한강둔치를 걸으며 보이는 한강의 풍경은 잠시 현실의 짐을 내려놓게 한다. 한강을 따라 다시 처음 출발지인 잠원나들목에 도착하면 내 몸이 힐링되어짐을 느낄 수 있다. 신반포 올레길은 아파트단지에서 보기드문 숲의 피톤치드와 한강의 강바람을 함께 느낄 수 있는 도시 힐링로드(healing rod)로 주민의 건강뿐 아니라 휴식의 공간으로 자리잡고 있다.,60분,반포한강공원 편의점 앞,반포한강공원 편의점 앞,반포한강공원 내 편의점 1곳,서울 서초구 잠원동,37.5121264,127.0016423
KCCWSPO20N000000187,양재천 산책길,양재천 산책길,양재시민의숲~(0.4km)양재천교~(0.5km)무지개다리~(0.6km)양재천교~(0.7km)영동1교~(0.8km)영동2교~(1km)양재시민의숲,서울 서초구,매우쉬움,1Km미만,4,다양한 종류의 수목이 우거진 양재시민의 숲을 지나 양재천을 따라 산책길이 이어진다. 여러 종의 어류가 서식하고 있는 생태하천의 여러 생물들을 찾아보는 재미가 있다. 자전거길도 함께 조성되어 있어 자전거를 타보며 달려보는 재미도 있다.,60분,양재시민의 숲,"양재시민의 숲, 근린 공원",양재천 주위의 편의점,서울 서초구 양재동,37.4736085,127.0352218
KCCWSPO20N000000188,토성산성어울길,01코스 몽촌토성길,몽촌토성역~소마미술관~한성백제박물관~몽촌토성~몽촌역사관~성내천~방이습지~마천중앙시장~ 마천역,서울 송파구,매우쉬움,5~10Km미만,7.6,"‘토성산성어울길’이란 몽촌토성역에서 시작하여 올림픽공원, 성내천, 마천전통시장을 거쳐 남한산성을 오르는 19.6km의 길이다. 몽촌토성에서 남한산성까지 이어진다 하여 ‘토성산성어울길’이란 정겨운 명칭을 얻었으며, 문화체육관광부 발간 ‘지금 이 길의 아름다움’이란 책자에 소개될 정도로 코스 요소요소에 역사와 문화, 자연과 생태, 전통시장 등 다양하고 매력적인 볼거리를 자랑한다. 역사ㆍ문화자원으로는 한성백제의 고대유산인 몽촌토성과 토성 위에 자리잡은 몽촌역사관, 지난 4월에 개관한 한성백제박물관, 남한산성, 그리고 88올림픽의 열정이 살아있는 올림픽공원, 소마미술관 등이 있다. 자연ㆍ생태 자원으로는 한국의 아름다운 100대 하천으로 선정된 성내천, 자연생태경관지역으로 지정된 방이습지, 그리고 수려한 경관을 자랑하는 남한산이 있으며 이외에도 탐방객들을 유혹하는 전통먹거리가 가득한 마천전통시장이 자리하고 있다.",2시간 30분,"코스 곳곳에 편의점이 있으며, 마천중앙시장이 코스에 포함","올림픽공원내 화장실, 성내천 간이화장실, 마천역화장실 등","코스 곳곳에 매점이 있으며, 마천중앙시장이 코스에 포함",경기 광주시 남한산성면 산성리 산 13,37.4808953,127.1860031
KCCWSPO20N000000190,허밍웨이길,허밍웨이길,동작역 1번출구~(0.5km)이수교~(0.6km)심산기념관~(0.9km)고속버스터미널 5번출구,서울 서초구,매우쉬움,1Km미만,2,"반포천과 나란히 이어지는 허밍웨이길은 코노래가 나오는 쾌적한 길이라는 뜻을 갖고 있으며, 산책로 양쪽이 나무로 둘러싸여 있어 도심속에서도 숲 속을 걷는 듯한 느낌을 준다. 2010년 서울시 여성행복 프로젝트 사업의 일환으로 여성이 행복한 길로 인증받았다.",30분,"반보본동주민센터, 심산기념관 내","반보본동주민센터, 심산기념관 내 화장실 이용",9호선 구반포역 인근에 편의점 및 식당 이용 가능,서울 서초구 반포동,37.4998075,126.9910117
KCCWSPO20N000000191,강동그린웨이 걷기대회 코스,강동그린웨이 걷기대회 코스,일자산 잔디광장 ~ 일자산 해맞이광장 ~ 가족캠핑장 ~ 허브천문공원 ~ 피크닉장 ~ 일자산 잔디광장,서울 강동구,보통,1~5Km미만,3.78,"강동그린웨이 총 25km 구간 중 해당 구간은 강동그린웨이 걷기대회 코스로 일자산 잔디광장을 출발해서 해맞이 광장과 가족캠핑장을 지나 허브천문공원과 피크닉장을 경유하여 다시 잔디광장으로 돌아오는 3.5km 코스이며, 국제시민스포츠연맹(IVV)에서 ""아름답고 걷기 좋은 길""로 인증 받은 길이다. 강동그린웨이 걷기대회는 3~11월 네번째 토요일 07:40에 개최한다고 한다. 일자산 기슭 2만 5,500㎡에는 “감촉의 정원/향기의 정원/차의 정원/맛의 정원”으로 분류된 허브원과 자생원, 약초원, 암석원, 온실, 관천대(觀天臺), 전망데크, 놀이터, 산책로 등이 조성되어 있으며, 2008년 개원한 일자산자연공원과도 연결되어 있다.",1시간 30분,"제1체육관, 가족캠핑장","일자산 잔디광장 옆 일자산 제1체육관 내, 강동그린웨이 가족캠핑장",강동그린웨이 가족캠핑장,경기 하남시 감북동,37.5306845,127.1536069
KCCWSPO20N000000192,아차산 고구려 역사길,01코스 아차산 고구려 역사길,"광나루역→아차산 입구(만남의 광장)→홍련봉 1?2보루→고구려정→해맞이광장→아차산1보루→아차산5보루→아차산3보루→아차산4보루→아차산2보루→대성암→낙타고개→아차산성→아차산생태공원,아차산고구려역사문화홍보관→워커힐길→워커힐 피자힐→상부암석불입상→광나루터(광나루 낭만의 거리)→광진교(리버뷰 8번가)→한강자전거공원",서울 광진구,보통,1Km미만,7.8,"광나루역에서 출발하여 남한 지역에서 가장 많은 수의 고구려 유적이 위치한 아차산 일대를 돌아보고, 고구려군이 한성 백제를 공격하기 위해서 한강을 건너 풍납토성과 몽촌토성으로 진격한 길을 따라 걸어 봄으로써 도시 속에서 1,500년전으로 시간 여행을 떠나는 코스이다. 또한 몽촌토성부터 남한산성에 이르는 토성산성 어울길과 연결되는 노선으로 고구려?백제?신라 삼국간의 항쟁, 신라와 당간의 나당전쟁, 조선과 청의 병자호란에 이르는 역사의 무대를 모두 연결하는 길이다. 아울러 서울 동부권에서 가장 좋은 생태 자원을 갖추고 있는 아차산의 풍부한 생태환경과 광나루와 맞은편의 천호동 일대의 한강 둔치를 동시에 즐길 수 있는 명실상부한 문화 생태 탐방로이다.",3시간 40분,아차산 생태공원 약수터 1곳,아차산 생태공원 2개소,아차산 생태공원 1개소,경기 구리시 아천동,37.5581581,127.1036886
KCCWSPO20N000000193,독산자락길,01코스,만수천-진달래동산-정심초교-감로천 생태공원-금천체육공원-금천정-산울림다리-들꽃향기원-시호천약수터-산기슭공원,서울 금천구,보통,1~5Km미만,2,"독산자락길은 2010년 조성하여 주민들에게 개방한 등산로로 독산3동 만수천공원에 시흥4동 산기슭공원을 거쳐 시흥2동 호압사에 이르는 약 5.0㎞코스로, 완만한 오르막과 내리막이 반복되어 단조로움이 없다. 주변에 핑크색물감을 업질러 놓은 듯한 진달래 동산, 눈가루를 뿌려놓은듯한 산벚나무길, 미니구름다리인 산울림다리 등 다양한 볼거리가 등산객을 맞는다",1시간 30분,"만수천약수터, 시호천약수터","만수천공원, 독산자연공원, 금천체육공원",출발점인 독산고 입구 정거장에만 1곳 있음,서울특별시 성북구 정릉4동 산12-3,37.6210595,127.0067004
KCCWSPO20N000000352,우면산 둘레길,우면산 둘레길,사당역~(2.4km)우면산~(1.7km)예술의 전당~(2.5km)양재시민의 숲~(3.4km)구룡산~ 교현리,서울 서초구,보통,10~15Km미만,10.5,산모양이 소가 잠을 자고 있는 모양이라 하여 이름지어진 우면산은 서울시 도시자연공원으로 지정관리되고 있으며 산책로가 조성되어 있어 도시민들에게 아늑한 휴식처를 제공하고 있다. 기존 산책로를 정비하고 산사태로 무너진 공간을 정비하면서 새롭게 탄생한 우면산 둘레길은 울창한 삼림뿐만 아니라 아름다운 꽃과 휴식공간이 있어 많은 시민들이 찾아오는 산책로이다.,3시간,"사당역, 서초구청, 양재시민의 숲 인근 편의점","사당역, 서초구청, 양재시민의 숲","사당역, 서초구청, 양재시민의 숲 인근 편의점",서울 서초구 우면동,37.4764703,127.0187489
KCCWSPO20N000000465,개화산자락길,개화산무장애숲길,약사사 인근 무장애숲길 출발지 ~ 북카페 1 ~ 북카폐 2 ~ 하늘전망대,서울 강서구,매우쉬움,1Km미만,0.7,"개화산은 강서구 방화동에 위치한 128m 높이의 나지막한 산이다. 개화산 자락길은 방원중학교 주변 개화산 입구부터 하늘길 전망대까지 총 2.1㎞이며, 이중 0.7㎞ 구간은 1.8m 폭으로 목재데크를 깔고 손잡이도 설치해 장애인도 쉽게 오를 수 있도록 했다. 또한 장애인 이용자의 편의를 돕기 위해 7곳의 휠체어 회 차 구간과 차량 3대를 주차할 수 있는 전용 주차장도 마련됐다. 사계절 아름다운 자연을 만끽할 수 있도록 자락길 주변에는 산벚나무, 산사나무, 맥문동 등 14종 3만 7천여 주의 관목·교목·초화류를 조성해 두었다. 또한, 숲속에서 독서를 즐기며 심신을 정화할 수 있도록 북카페도 두 곳에 설치했고, 이 곳에는 건강, 여가, 소설 등 책이 비치되어 있고, 테이블과 의자를 갖춰 누구에게나 편안한 힐링공간으로 꾸며져 있다.",30분,출발지 인근,출발지 인근 및 약사사,약사사,서울특별시 관악구 대학동 197,37.4564293,126.9457572
KCCWSPO20N000000477,서울도보관광코스,성균관 유생들의 이야기,"탕평비→ 하마비→ 반수→ 삼문→ 대성전 영역(대성전, 비각, 동무, 서무, 전사청)→ 비천당→ 은행나무 → 명륜당 영역(명륜당, 동재, 서재, 진사식당) → 존경각, 육일각, 향관청 → 정록청",서울 종로구,매우쉬움,1~5Km미만,2,"조선시대의 국립대학이자 공자에게 제사를 드리는 사당인 성균관.인기 TV드라마 ‘성균관 스캔들’로 다시 한번 주목을 받으며 성균관유생들의 생활과 이들이 생활한 공간, 그에 얽힌 인물들의 이야기를 알아보는 코스이다.",2시간,사전에 준비 필요,성균관대학교 내 곳곳,성균관대학교 앞,서울 종로구 가회동,37.5825259,126.9850602
KCCWSPO20N000000522,동네 골목길 관광 코스,02코스 사직동 오솔길,대림미술관~(640m)통의동 백송터~(175m)통의동 한옥마을~(130m)홍종문가옥-비개방~(585m)배화여고생활관~(375m)사직단~(210m)황학정~(277m)단군성전~(180m)오솔길~(640m)성곡미술관~(522m)서울역사박물관~(573m)서울시립미술관~(150m)경희궁~(81m),서울 종로구,보통,1~5Km미만,4.6,"도심속 오아시스로 - 백성의 복을 빌다, 좌묘우사 사직단 - 도심속 오아시스로 '황학정'가는 길 - '휴(休)' 문화공간 : 대림, 성곡미술관 등 관람여행 - 통의동 배송 나무사랑 이야기",1~2시간,경희궁(서울시립미술관 앞 공원 내),"경복궁역, 배화여고 생활관 옆, 사직공원, 서울역사박물관, 경희궁","슈퍼, 편의점 있음",서울 종로구 세종로 77-9,37.5758462,126.9756294
KCCWSPO20N000000573,북한산둘레길,18코스 도봉옛길(무장애 탐방구간),도봉사~(0.05km)산정약수터입구~전망데크(0.3km),서울 도봉구,매우쉬움,1Km미만,0.3,"도봉산 주탐방로와 만나는 도봉옛길은 조상의 정취를 간직한 볼거리가 가득한 구간이다. 도봉산에서도 이름난 사찰인 도봉사, 광륜사, 능원사를 지나는가하면 도봉계곡 옆에 있는 우암 송시열의 '道峰洞門(도봉동문)'이란 바위글씨가 명산의 입구임을 알려준다. 세종이 재위 당시 찾았다가 물 좋고 풍광이 좋아 아무런 근심이 없는 곳이라하여 그 이름이 유래된 무수골에는 세종의 아홉째 아들인 영해군의 묘를 비롯해 단아한 모양새를 한 왕족묘가 있다. 산정약수터입구에서 시작하는 220m의 무장애 탐방로는 휠체어 통행이 가능하며, 탐방로 끝 전망데크에 서면 선인봉과 도봉절경이 한눈에 들어온다.",왕복 20분,사전 준비 필요,도봉사 앞 화장실,코스 내 없음,서울 은평구 불광동,37.6261212,126.9362684
KCCWSPO20N000000613,서울 한양도성 길,01코스 북악산,창의문~(2km)숙정문~(200m)말바위안내소~(1.3km)와룡공원~(1.215km)혜화문,서울 종로구,어려움,1~5Km미만,4.715,"""백악마루 아래 서울이 열리다"" 북악산코스는 창의문을 시작으로 숙정문을 거쳐 혜화문에 도달하는 코스이다. 창의문휴게소에서 간단한 출입절차를 거치며, 성곽을 따라 걷는 동안에 성곽유적 뿐만 아니라 서울 시내를 한눈에 바라볼 수 있는 조망명소가 많이 위치해 볼거리가 매우 풍부하다. 와룡공원을 지나 시내로 접하는 구간부터는 성곽이 멸실되었으며 좁은 마을길을 지나지만 잃어버린 역사의 흔적을 따라 걷는 동안 우리의 역사문화유적에 대한 경이로움을 느낄 수 있다.",2시간,창의문안내소 앞,"경복궁역, 창의문안내소, 말바위안내소, 혜화문역",,서울 성북구 삼선동1가,37.5807966,127.0086358
KCCWSPO20N000000628,중랑천 제방 산책로,01코스,군자교~장평교(1.4km)~장안교(1km)~배봉산 연육교(1km),서울 동대문구,매우쉬움,1~5Km미만,3.8,"동대문구 장안동과 휘경동 일대 중랑천 제방을 따라 조성된 산책로로 수령이 오래된 앙벚나무와 느티나무가 심어져 한여름철에도 시원한 그늘을 제공하고 있으며, 바닥은 산책과 조깅 등 이용시 무릎에 부담이 가지 않도록 탄성소재로 포장되어 있으며, 산책로 곳곳에 휴게쉼터와 전망데크, 운동기구 등이 설치되어 있어 산책로를 찾는 시민들에게 운동과 휴식, 여가활동 공간으로 사랑받고 있다.",1시간,없음(식수 준비요망),"장한평역, 제방 공중화장실(일정 거리마다 있음)",장한평역내 편의점,서울 중랑구 면목동,37.5750052,127.0774172
KCCWSPO20N000000993,염리동 소금길,A+B코스,A구간 : 가로등 따라 1-3-4-8-13-17-62-68 (1.1km 25분 소요) B구간 : 가로등 따라 59-55-46-38-32-29-19 (0.6km 15분 소요),서울 마포구,매우쉬움,1~5Km미만,1.7,"서울시의 범죄예방 디자인 프로젝트 일환으로 염리동 골목길을 주민들의 편의와 안전, 건강을 겸비한 걷는 길 ‘염리동 소금길이 만들어졌다. 골목길마다 노란색, 파란색으로 이루어진 대문, 코스를 알려주는 전봇대, 범죄예방을 위한 소금지킴이집과 비상벨 등 주민들의 아이디어와 자원으로 이루어진 아름다운 길이다. 운동코스는 실제 운동 트레이너들이 맞춤형코스로 만들어져 있어 운동효과도 볼 수 있다. 최근 수원시에서도 이 사업을 벤치마킹을 실시할 정도로 완성도 높은 코스이다.",40분,본인이 구비,"소금나루 무더위쉼터, 이대역",골목에 슈퍼마켓 즐비함.,서울 마포구 염리동 9-245,37.5553554,126.9470349
KCCWSPO20N000001084,관악산공원 무장애 숲길,무장애 탐방구간,관악산제2광장 화장실- 책읽는 쉼터(진입광장)- 잣나무쉼터-(순환형 숲길[1구간]/순환형 숲길[2구간])- 도토리쉼터/- 바위쉼터-등반형 숲길-전망쉼터,서울 관악구,매우쉬움,1~5Km미만,1.3,"2013년 5월 관악산에 처음으로 조성된 무장애 숲길은 전구간 경사도 8% 미만(장애인 시설 설치기준)으로 휠체어 및 유모차도 편하게 오를 수 있게 조성하였다. 지형에 따라 산책하듯 숲을 즐길 수 있도록 조성된 순환형 숲길(750m)과 지그재그형 오르막길을 따라 산을 오르며 전망할 수 있는 등반형 숲길(550m)을 구분하였으며, 등반형 숲길을 따라 관악산 열녀암 까지 오를 수 있다. 정상에서는 서울대학교 교정을 비롯 남산타워, 63빌딩 등 서울시내 전경을 바라볼 수 있다.",40분,관악산 제1광장 음수대 및 돌산물레방아 옆 음수대,"관악산 광장, 돌산화장실, 나들이숲 화장실, 제2광장 화장실",제1광장 들어서는 길목에 각종 군것질거리 판매,서울 관악구 신림동,37.4548218,126.9484305
KCCWSPO20N000001261,인왕산 자락길,인왕산 자락길,사직단 입구 ~ 단군성전 ~ 황학정 ~ 택견 수련터 ~ 족구장 ~ 수성동계곡 ~ 윤동주 시인의 언덕 ~ 윤동주 문학관,서울 종로구,보통,1~5Km미만,3.2,"인왕산 기슭에 새로운 길이 생겼다. 아니 새로운 길은 아니다. 원래 있던 길이었으니 길을 새로 낸 것은 아니다. 동네 사람이나 알음알음 아는 사람만 다니던 길을 이어서 새로운 길을 만들었다. 흩어져 있던 구슬을 꿰어 보배로 만든 것이다. 내를 건너서 숲으로, 고개를 넘어서 마을로 가는 길. 그 길은... 인왕산 자락길이다. 인왕산 자락길은 종묘와 더불어 나라를 지탱하는 기둥이었던 사직단에서 시작한다. 경희궁에서 옮겨 온 황학정 활터와 택견 수련장을 지나 겸재 정선의 그림으로 유명한 수성동 계곡으로 간다. 오르고 내리고 감아 돌아가고 지루할 틈이 없는 숲길이 계속 이어진다. 윤동주 시인이 자기 이름을 써 보고 흙으로 덮었을지도 모를 시인의 언덕 아래에는 소박한 윤동주 문학관이 있다.",1시간 30분,없음,"사직단, 족구장 간이화장실, 청운공원 운동시설 앞, 윤동주 문학관","사직공원 주변, 세종마을 일대, 윤동주문학관",서울 종로구 옥인동,37.5825858,126.9625124
KCCWSPO20N000001313,노원산내들길,노원산내들길,경춘선공원 ~ 중랑천 ~ 숲속도서관 ~ 수락산디자인거리 ~ 불암산·수락산둘레길,서울 노원구,보통,10~15Km미만,26.5,"노원산내들길은 가족끼리,연인끼리 손잡고 천천히 산책하며 사색을 즐기고 시민 누구나 여유를 갖고 안전하고 편안하게 이용할 수 있도록 노원의 공원,생태,하천,녹지를 연결하는도보길로 가까운 거리에서 지하철이나 버스노선을 고려하여 접근하기 쉽도록 하였으며 노원을 한바퀴 돌아보는 코스입니다.",총 10시간,노원구 외곽을 도는 도보길로 물을 준비하는 것이 좋다,불암산·수락산둘레길 구간은 화장실이 많지 않아 지하철역을 이용하는 것이 좋다,"노원구 외곽을 따라 걷는 길로 불암산·수락산둘레길 주변,중랑천주변은 먹거리와 물을 준비하는 것이 좋다",서울 노원구 공릉동,37.6206918,127.078706
KCCWSPO20N000001402,관악산둘레길,서울구간,까치산생태육교 ~ 낙성대공원 ~ 관악구청~ 관악산공원 ~ 돌산 ~ 삼성산성지 ~ 난우공원 ~ 신림근린공원 또는 (삼성산성지 ~ 호압사 ~ 석수역),서울 관악구,보통,15~20Km미만,15,"관악산을 둘러싸고 있는 높낮이가 심하지 않은 평탄한 숲길을 걸으며 자연과 문화, 역사를 즐길 수 있는 길로써 강감찬장군의 애국사상을 고취 할 수 있고 자연학습 체험활동이 가능하다. 또한 느림과 사색의 조화를 느낄 수 있는 코스이다.",5시간,중간 중간에 약수터 이용,"낙성대공원, 관악산공원 내 여러 곳에 분포","낙성대공원, 서울대정문 옆 등",서울 관악구 신림동 산 78-1,37.4711649,126.925688
KCCWSPO20N000001459,안산자락길,안산 자락길,한성과학고~안산천약수터~무악정~연흥약수터 부근~시범아파트철거지~한성과학고,서울 서대문구,쉬움,5~10Km미만,7,"안산자락길은 독립공원, 서대문구청, 연희숲속쉼터, 한성과학고, 금화터널 상부, 봉원사, 연세대학교 등에서 쉽게 숲길로 들어갈 수 있어 접근성이 뛰어나다. 접근경로 다양한 만큼 출발지에 따라 느낌도 확연히 다르다. 옛 서울의 서쪽 관문인 독립문사거리 옆 독립공원, 독립공원엔 일제강점기 아픈 역사의 흔적을 고스란히 재현해 놓은 서대문 형무소가 있고, 그 뒤로는 안산의 한적한 숲길을 따라 자락길이 조성되었다. 2013년 11월에 개통된 안산 자락길은 총연장 7km로, 계속 거닐다 보면 다시 출발한 곳으로 돌아오고 보행약자도 안산에서 산림욕을 즐기며 편하게 산책할 수 있도록 ‘순환형 무장애 숲길’로 만들어진 것이 특징이다. 무장애 숲길 중 오르내리는 ‘편도형’이 아닌 ‘순환형’으로 완공된 숲길은 전국에서 처음이다. 안산 무장애 자락길에서는 메타세쿼이아, 아까시나무, 잣나무, 가문비나무 등으로 이뤄진 숲을 즐길 수 있으며 흔들바위, 너와집쉼터, 북카페, 숲속무대 등 다양한 볼거리와 즐길거리도 만날 수 있다. 또한 인왕산, 북한산, 청와대가 한눈에 들어오는 장관을 편리하게 감상할 수 있도록 조성했다. 낮지만 웅장한 안산, 그 안산이 내어준 자락길의 한적한 숲길을 지나 독립공원으로 되돌아오는 여행은 발로만 느끼기에는 보고 생각할 일이 너무도 많다.",2시간,"무악정 인근 약수터, 등산로 중간마다 약수터 위치(자락길에서 약수터이정표 따라 이동)","독립공원, 자락길 중간마다 화장실이 위치","독립공원, 서대문구청, 연희숲속쉼터, 연세대학교 입구",서울 서대문구 봉원동,37.5744807,126.9448706
